,CustomerID,InvoiceDate,Recency,Frequency,Monetary,Cluster
38,12394.0,2023-10-07 08:08:00,63,2,1272.48,0
39,12395.0,2023-11-20 15:21:00,18,12,3018.63,0
40,12397.0,2023-11-04 09:52:00,35,2,2409.9,0
41,12398.0,2023-10-25 10:27:00,45,1,1635.6599999999999,0
42,12399.0,2023-08-12 13:15:00,118,4,1108.65,0
43,12401.0,2023-02-09 13:50:00,302,1,84.3,1
44,12402.0,2023-01-20 13:49:00,322,1,225.6,1
45,12403.0,2023-10-21 10:51:00,49,1,427.7,0
46,12405.0,2023-07-14 08:52:00,148,1,1710.39,1
47,12406.0,2023-11-17 19:22:00,21,2,3415.3,0
48,12407.0,2023-10-21 10:11:00,49,5,1708.1200000000001,0
49,12408.0,2023-11-07 12:27:00,32,5,2888.55,0
50,12409.0,2023-09-22 10:38:00,78,3,11072.67,0
51,12410.0,2023-02-04 10:39:00,308,2,693.3299999999999,1
52,12412.0,2023-09-26 10:16:00,74,3,1226.88,0
53,12413.0,2023-10-04 09:00:00,66,3,758.1,0
54,12414.0,2023-05-06 14:51:00,216,3,562.41,1
55,12415.0,2023-11-15 14:22:00,23,21,124914.53,2
56,12417.0,2023-12-06 14:52:00,2,9,3649.1,0
57,12418.0,2023-08-19 11:08:00,112,1,668.58,0
58,12420.0,2023-10-07 08:55:00,63,1,600.39,0
59,12421.0,2023-11-24 09:07:00,15,4,807.04,0
60,12422.0,2023-09-05 09:48:00,95,3,803.5600000000001,0
61,12423.0,2023-12-09 10:10:00,0,8,1859.31,0
62,12424.0,2023-06-30 12:06:00,162,2,1760.96,1
63,12425.0,2023-09-22 17:31:00,77,1,777.2,0
64,12426.0,2023-05-29 12:26:00,194,1,582.73,1
65,12427.0,2023-11-18 08:56:00,21,3,825.8,0
66,12428.0,2023-11-14 08:22:00,25,9,7956.46,0
67,12429.0,2023-11-30 17:22:00,8,4,3750.4,0
68,12430.0,2023-10-27 15:09:00,42,1,256.4,0
69,12431.0,2023-11-04 11:55:00,35,15,6419.95,3
70,12432.0,2023-10-28 11:43:00,42,5,5059.32,0
71,12433.0,2023-12-09 10:02:00,0,7,13375.87,0
72,12434.0,2023-09-16 12:38:00,84,2,806.14,0
73,12435.0,2023-09-21 09:06:00,79,2,7829.89,0
74,12436.0,2023-09-01 12:09:00,99,1,509.01,0
75,12437.0,2023-12-08 11:35:00,1,18,4951.41,3
76,12438.0,2023-11-25 13:28:00,13,2,2906.85,0
77,12441.0,2022-12-08 10:45:00,366,1,173.55,1
78,12442.0,2023-12-06 14:22:00,2,1,172.06,0
79,12444.0,2023-11-18 13:23:00,20,5,5005.46,0
80,12445.0,2023-11-17 18:43:00,21,1,133.4,0
81,12446.0,2023-10-13 12:50:00,57,1,1002.3100000000001,0
82,12447.0,2023-04-10 13:25:00,242,1,476.49,1
83,12448.0,2023-10-26 13:46:00,43,1,449.45,0
84,12449.0,2023-11-17 13:46:00,21,4,4067.29,0
85,12450.0,2023-07-06 14:41:00,155,2,197.88,1
86,12451.0,2023-11-29 08:40:00,10,5,9035.52,0
87,12452.0,2023-11-23 10:28:00,16,2,430.57,0
88,12453.0,2023-07-28 14:08:00,133,1,707.09,0
89,12454.0,2023-10-14 17:13:00,55,1,3528.34,0
90,12455.0,2023-09-27 15:31:00,72,6,2466.86,0
91,12456.0,2023-10-26 14:41:00,43,3,3181.04,0
92,12457.0,2023-10-04 13:13:00,65,7,2363.23,0
93,12458.0,2023-09-29 15:25:00,70,2,947.4,0
94,12461.0,2023-09-06 16:57:00,93,2,826.88,0
95,12462.0,2023-11-21 09:11:00,18,2,1189.59,0
96,12463.0,2023-10-17 13:44:00,52,4,1344.78,0
97,12464.0,2023-11-29 13:33:00,9,8,1212.05,0
98,12465.0,2023-11-22 16:34:00,16,2,742.1899999999999,0
99,12468.0,2023-06-05 11:36:00,187,2,729.5400000000001,1
100,12471.0,2023-12-07 15:43:00,1,30,19788.65,3
101,12472.0,2023-11-07 14:01:00,31,7,6572.11,0
102,12473.0,2023-11-10 13:46:00,28,5,3928.0499999999997,0
103,12474.0,2023-11-22 14:39:00,16,18,7324.09,3
104,12475.0,2023-10-17 10:10:00,53,1,723.38,0
105,12476.0,2023-11-24 12:40:00,15,11,6816.42,0
106,12477.0,2023-11-17 09:51:00,22,6,13219.74,0
107,12478.0,2023-12-06 09:56:00,3,1,680.99,0
108,12479.0,2023-11-28 13:26:00,10,1,527.2,0
109,12480.0,2023-11-11 14:52:00,27,4,3281.63,0
110,12481.0,2023-11-17 08:29:00,22,10,5579.82,0
111,12483.0,2023-11-22 17:02:00,16,8,2484.98,0
112,12484.0,2023-11-07 11:37:00,32,6,4527.32,0
113,12488.0,2023-11-30 08:50:00,9,3,1298.66,0
114,12489.0,2023-01-07 13:13:00,335,1,334.93,1
115,12490.0,2023-12-04 16:07:00,4,10,5417.93,0
116,12491.0,2023-11-01 12:18:00,38,1,460.40000000000003,0
117,12492.0,2023-10-07 15:15:00,62,2,263.21000000000004,0
118,12493.0,2023-06-27 10:17:00,165,2,433.74,1
119,12494.0,2023-11-24 09:34:00,15,7,1246.1000000000001,0
120,12497.0,2023-09-19 12:29:00,81,1,1043.1,0
121,12498.0,2023-11-18 12:53:00,20,3,403.70000000000005,0
122,12500.0,2023-11-16 16:20:00,22,11,4257.82,0
123,12501.0,2023-01-07 12:28:00,336,1,2169.39,1
124,12502.0,2023-09-05 11:52:00,95,5,3723.87,0
125,12504.0,2023-11-21 16:02:00,17,2,482.04999999999995,0
126,12506.0,2023-04-21 08:54:00,232,1,73.5,1
127,12507.0,2023-07-28 17:09:00,133,3,1304.81,0
128,12508.0,2023-11-13 15:37:00,25,2,397.88,0
129,12509.0,2023-02-28 14:45:00,283,1,176.5,1
130,12510.0,2023-07-20 10:15:00,142,2,982.5699999999999,0
131,12512.0,2023-10-04 14:55:00,65,2,132.18,0
132,12513.0,2023-08-19 10:51:00,112,1,612.29,0
133,12514.0,2023-03-17 16:38:00,266,1,1017.68,1
134,12515.0,2022-12-21 15:43:00,352,1,383.7,1
135,12516.0,2023-09-23 09:13:00,77,2,1312.06,0
136,12517.0,2023-11-11 14:04:00,27,5,2481.6,0
137,12518.0,2023-12-09 10:13:00,0,5,2056.89,0
138,12519.0,2023-10-07 09:26:00,63,1,330.84,0
139,12520.0,2023-09-21 15:23:00,78,5,2634.26,0
140,12521.0,2023-07-20 10:51:00,142,1,599.68,1
141,12522.0,2023-10-31 15:30:00,38,2,192.72,0
142,12523.0,2023-11-20 12:55:00,18,11,1789.77,0
143,12524.0,2023-11-30 15:31:00,8,8,4485.72,0
144,12526.0,2023-12-09 12:09:00,0,3,1316.66,0
145,12527.0,2023-09-19 11:55:00,81,3,348.71000000000004,0
146,12528.0,2023-11-30 14:40:00,8,6,1933.48,0
147,12530.0,2023-10-11 12:34:00,59,4,1662.28,0
148,12531.0,2023-11-25 11:12:00,14,1,125.22,0
149,12532.0,2023-11-09 13:47:00,29,1,349.83000000000004,0
150,12534.0,2023-08-01 10:26:00,130,1,1089.18,0
151,12535.0,2023-09-09 08:48:00,91,2,716.35,0
152,12536.0,2023-10-27 14:20:00,42,3,12601.830000000002,0
153,12538.0,2023-11-10 17:16:00,28,1,363.95,0
154,12539.0,2023-11-17 13:30:00,21,4,5568.35,0
155,12540.0,2023-11-20 11:31:00,19,17,13400.24,3
156,12541.0,2023-11-10 10:40:00,29,3,981.18,0
157,12544.0,2023-11-03 16:15:00,35,1,372.7,0
158,12545.0,2023-09-25 13:39:00,74,2,1000.39,0
159,12546.0,2023-10-24 12:09:00,46,2,1161.5,0
160,12547.0,2023-05-26 12:38:00,197,2,207.79999999999998,1
161,12548.0,2023-06-26 15:35:00,165,1,95.19999999999999,1
162,12550.0,2023-09-21 14:35:00,78,1,964.83,0
163,12551.0,2022-12-17 11:23:00,357,1,168.0,1
164,12552.0,2023-11-01 10:02:00,38,2,437.82,0
165,12553.0,2023-12-01 16:38:00,7,10,3692.28,0
166,12556.0,2023-10-20 13:06:00,49,2,599.56,0
167,12557.0,2023-11-23 16:59:00,15,5,11990.960000000001,0
168,12558.0,2023-12-02 10:41:00,7,1,269.96,0
169,12559.0,2023-02-02 09:49:00,310,2,561.71,1
170,12560.0,2023-12-04 13:54:00,4,3,2134.01,0
171,12561.0,2023-02-10 11:39:00,302,1,238.85,1
172,12562.0,2023-12-01 17:20:00,7,7,3781.7400000000002,0
173,12564.0,2023-03-23 14:55:00,260,1,456.9,1
174,12565.0,2023-02-24 10:34:00,288,1,145.92,1
175,12566.0,2023-09-14 14:30:00,85,1,351.65,0
176,12567.0,2023-11-17 11:02:00,22,10,9401.28,0
177,12569.0,2023-12-07 16:24:00,1,32,4124.69,3
178,12571.0,2023-10-31 10:19:00,39,2,519.61,0
179,12572.0,2023-12-01 09:20:00,8,2,1020.42,0
180,12573.0,2023-04-26 15:52:00,226,1,160.54000000000002,1
181,12574.0,2023-01-28 09:20:00,315,1,218.45,1
182,12576.0,2023-11-04 10:11:00,35,5,1315.83,0
183,12577.0,2023-11-04 13:24:00,34,3,626.6,0
184,12578.0,2023-11-18 13:30:00,20,2,2794.51,0
185,12579.0,2023-09-22 17:15:00,77,1,440.42,0
186,12580.0,2023-04-07 10:24:00,246,1,415.7,1
187,12581.0,2023-10-31 08:56:00,39,1,197.71,0
188,12582.0,2023-04-15 08:45:00,238,2,511.36,1
189,12583.0,2023-12-07 08:07:00,2,15,7281.38,3
190,12584.0,2023-12-06 09:35:00,3,9,2338.15,0
191,12585.0,2023-04-19 13:39:00,233,2,2040.1,1
192,12586.0,2023-11-22 16:24:00,16,1,196.94000000000003,0
193,12587.0,2023-12-02 12:47:00,7,1,144.0,0
194,12588.0,2023-10-31 15:01:00,38,1,214.89999999999998,0
195,12589.0,2023-11-11 10:19:00,28,2,646.68,0
196,12590.0,2023-05-12 14:52:00,210,2,9864.26,1
197,12591.0,2023-01-26 14:35:00,316,1,452.84999999999997,1
198,12592.0,2023-09-08 15:04:00,91,2,437.6,0
199,12593.0,2023-08-23 12:43:00,108,3,418.09999999999997,0
200,12594.0,2023-11-02 12:20:00,37,10,3338.2200000000003,0
201,12596.0,2023-10-19 13:02:00,50,2,618.27,0
202,12597.0,2023-11-20 13:33:00,18,4,3811.22,0
203,12598.0,2023-11-30 12:18:00,9,8,3023.08,0
204,12599.0,2023-11-10 13:34:00,28,7,1032.58,0
205,12600.0,2023-11-11 10:29:00,28,10,2599.04,0
206,12601.0,2023-06-03 10:17:00,189,5,577.0600000000001,1
207,12602.0,2023-10-12 11:22:00,58,1,153.12,0
208,12603.0,2023-11-18 10:42:00,21,1,739.1999999999999,0
209,12604.0,2023-09-21 14:08:00,78,2,254.18,0
210,12607.0,2023-10-10 16:06:00,59,1,1579.51,0
211,12609.0,2023-09-22 16:34:00,77,3,1126.85,0
212,12610.0,2023-11-17 09:34:00,22,5,2099.54,0
213,12611.0,2023-10-18 13:12:00,51,1,1193.32,0
214,12612.0,2023-09-26 15:35:00,73,1,704.0400000000001,0
215,12613.0,2023-10-13 14:59:00,56,5,3344.38,0
216,12614.0,2023-03-07 10:22:00,277,1,315.6,1
217,12615.0,2023-12-07 15:02:00,1,4,2291.19,0
218,12616.0,2023-09-05 15:17:00,94,2,713.3,0
219,12617.0,2023-11-10 14:39:00,28,1,352.98,0
220,12618.0,2023-11-18 11:10:00,21,1,177.31,0
221,12619.0,2023-11-23 14:52:00,15,9,3641.24,0
222,12620.0,2023-11-25 10:20:00,14,3,1339.41,0
223,12621.0,2023-12-08 11:25:00,1,20,13689.67,3
224,12622.0,2023-04-21 16:39:00,231,1,180.1,1
225,12623.0,2023-03-08 13:50:00,275,1,305.1,1
226,12624.0,2023-08-25 15:04:00,105,2,641.13,0
227,12625.0,2023-05-12 09:54:00,211,2,2683.82,1
228,12626.0,2023-11-16 16:06:00,22,9,6620.48,0
229,12627.0,2023-11-29 12:07:00,10,7,4478.53,0
230,12628.0,2023-12-05 13:15:00,3,3,786.46,0
231,12630.0,2023-11-30 10:48:00,9,2,1270.88,0
232,12631.0,2023-10-13 13:53:00,56,1,640.5,0
233,12633.0,2023-10-12 11:40:00,58,4,2163.98,0
234,12635.0,2023-09-11 11:04:00,89,2,1689.18,0
235,12637.0,2023-10-03 13:46:00,66,8,6002.9,0
236,12638.0,2023-11-06 13:11:00,32,1,671.69,0
237,12639.0,2023-04-15 12:48:00,238,1,486.1,1
238,12640.0,2023-11-16 11:52:00,23,3,1174.58,0
239,12641.0,2023-08-16 13:26:00,114,1,185.9,0
240,12642.0,2023-11-14 15:03:00,24,3,1013.26,0
241,12643.0,2023-08-03 12:56:00,127,6,3344.64,0
242,12644.0,2023-08-02 10:33:00,129,1,477.91,0
243,12645.0,2023-11-06 12:38:00,33,4,1775.18,0
244,12646.0,2023-12-05 10:14:00,4,2,1346.97,0
245,12647.0,2023-11-17 12:56:00,21,12,3722.82,0
246,12648.0,2023-07-08 11:55:00,154,1,318.05,1
247,12649.0,2023-08-24 14:41:00,106,3,623.51,0
248,12650.0,2023-12-06 16:34:00,2,1,314.44,0
249,12651.0,2023-01-09 12:46:00,334,1,114.0,1
250,12652.0,2023-01-12 15:00:00,330,1,919.98,1
251,12653.0,2023-07-14 10:41:00,148,2,2209.85,1
252,12654.0,2023-11-29 10:10:00,10,5,601.98,0
253,12656.0,2023-11-22 13:42:00,16,5,4051.17,0
254,12657.0,2023-11-28 15:47:00,10,4,1643.18,0
255,12658.0,2023-11-21 10:22:00,18,1,686.05,0
256,12659.0,2023-11-10 11:53:00,29,1,91.68,0
257,12660.0,2023-11-28 13:26:00,10,1,245.1,0
258,12662.0,2023-12-09 11:59:00,0,11,3849.78,0
259,12664.0,2023-12-01 17:07:00,7,9,4881.88,0
260,12665.0,2023-01-19 08:34:00,324,1,63.0,1
261,12667.0,2023-10-12 17:00:00,57,1,620.13,0
262,12668.0,2023-11-28 10:56:00,11,4,3807.15,0
263,12669.0,2023-07-12 09:54:00,150,3,2744.0299999999997,1
264,12670.0,2023-11-29 15:23:00,9,5,2996.05,0
265,12672.0,2023-01-14 09:20:00,329,1,225.89999999999998,1
266,12673.0,2023-12-04 13:55:00,4,2,610.52,0
267,12674.0,2023-11-01 12:12:00,38,4,1970.6,0
268,12676.0,2023-11-15 12:25:00,24,6,1331.39,0
269,12678.0,2023-10-28 13:04:00,41,12,17628.46,3
270,12679.0,2023-10-12 12:30:00,58,4,1113.02,0
271,12680.0,2023-12-09 12:50:00,0,4,862.81,0
272,12681.0,2023-11-25 11:33:00,14,22,13787.54,3
273,12682.0,2023-12-06 10:00:00,3,31,12279.82,3
274,12683.0,2023-12-05 16:31:00,3,15,8476.57,3
275,12684.0,2023-12-02 09:53:00,7,7,2283.63,0
276,12685.0,2023-11-11 13:46:00,27,6,2863.08,0
277,12686.0,2022-12-03 09:51:00,371,1,89.14,1
278,12688.0,2023-08-18 08:49:00,113,1,4873.8099999999995,0
279,12689.0,2023-11-14 08:31:00,25,2,1247.61,0
280,12690.0,2023-05-18 09:09:00,205,1,389.01,1
281,12691.0,2023-11-11 16:49:00,27,6,1035.8,0
282,12693.0,2023-08-04 17:51:00,126,4,855.91,0
283,12694.0,2023-09-30 13:06:00,69,2,869.67,0
284,12695.0,2023-12-02 13:22:00,6,4,582.1,0
285,12697.0,2023-11-11 08:47:00,28,3,957.59,0
286,12700.0,2023-12-02 10:47:00,7,4,4939.99,0
287,12701.0,2023-09-21 10:47:00,79,2,797.71,0
288,12702.0,2023-11-20 10:36:00,19,1,219.0,0
289,12703.0,2023-09-29 17:52:00,70,1,283.55,0
290,12704.0,2023-12-02 13:15:00,6,8,2340.84,0
291,12705.0,2023-11-24 13:17:00,14,9,6868.29,0
292,12707.0,2023-02-21 08:38:00,291,1,603.42,1
293,12708.0,2023-11-10 09:52:00,29,10,2712.91,0
294,12709.0,2023-11-24 15:38:00,14,15,9706.52,3
295,12710.0,2023-09-04 12:00:00,96,3,1149.02,0
296,12712.0,2023-11-11 08:19:00,28,13,4396.13,0
297,12713.0,2023-12-09 12:16:00,0,1,848.55,0
298,12714.0,2023-11-30 15:43:00,8,5,4708.86,0
299,12715.0,2023-08-25 15:22:00,105,1,343.36,0
300,12716.0,2023-12-06 08:55:00,3,2,1053.49,0
301,12717.0,2023-07-11 14:47:00,150,2,1030.98,1
302,12718.0,2023-09-29 16:38:00,70,1,238.25,0
303,12719.0,2023-12-04 13:45:00,4,2,644.95,0
304,12720.0,2023-12-07 08:03:00,2,25,5781.73,3
305,12721.0,2023-11-08 12:13:00,31,6,2656.13,0
306,12722.0,2023-09-15 14:50:00,84,4,997.63,0
307,12723.0,2023-12-06 10:19:00,3,5,725.07,0
308,12724.0,2023-12-04 16:02:00,4,4,1031.41,0
309,12725.0,2022-12-03 15:45:00,370,1,427.8,1
310,12726.0,2023-11-11 13:35:00,27,7,2609.1,0
311,12727.0,2023-11-29 11:46:00,10,7,3980.7,0
312,12728.0,2023-09-29 15:31:00,70,4,836.33,0
313,12729.0,2023-08-18 11:40:00,113,1,453.01,0
314,12731.0,2023-11-16 11:59:00,23,12,18895.91,3
315,12732.0,2023-06-13 11:33:00,179,1,236.26000000000002,1
316,12733.0,2023-04-19 16:19:00,233,1,383.95,1
317,12734.0,2022-12-22 12:47:00,352,1,110.39999999999999,1
318,12735.0,2023-01-28 13:37:00,314,2,779.5699999999999,1
319,12736.0,2023-01-11 07:57:00,332,1,234.0,1
320,12738.0,2022-12-02 18:27:00,371,1,155.35,1
321,12739.0,2023-09-22 13:00:00,77,2,1013.04,0
322,12740.0,2023-10-07 10:44:00,63,1,427.6,0
323,12743.0,2023-07-28 16:21:00,133,2,540.13,0
324,12744.0,2023-10-19 11:18:00,51,7,21279.29,3
325,12747.0,2023-12-07 14:34:00,1,11,4196.01,0
326,12748.0,2023-12-09 12:20:00,0,209,33053.19,2
327,12749.0,2023-12-06 09:56:00,3,5,4090.88,0
328,12750.0,2023-08-03 09:13:00,128,1,275.88,0
329,12752.0,2023-09-19 13:32:00,80,1,4366.78,0
330,12753.0,2023-11-17 10:52:00,22,6,21429.39,0
331,12754.0,2023-04-18 09:00:00,235,3,3010.74,1
332,12755.0,2023-03-04 12:42:00,280,2,3811.95,1
333,12756.0,2023-09-14 09:31:00,86,1,112.07999999999998,0
334,12757.0,2023-11-24 12:30:00,15,13,7834.650000000001,3
335,12758.0,2023-08-15 10:22:00,116,2,2791.59,0
336,12759.0,2023-10-18 14:49:00,51,3,1531.44,0
337,12762.0,2023-12-02 10:23:00,7,2,1898.52,0
338,12763.0,2023-07-24 14:12:00,137,2,494.08,0
339,12764.0,2023-01-27 10:19:00,316,1,1693.88,1
340,12766.0,2023-12-06 08:46:00,3,7,6989.63,0
341,12769.0,2023-04-15 10:25:00,238,1,1143.6,1
342,12770.0,2023-05-13 09:33:00,210,1,1351.45,1
343,12772.0,2023-10-11 09:19:00,59,1,892.47,0
344,12775.0,2023-11-22 16:33:00,16,5,1386.04,0
345,12778.0,2023-11-20 11:30:00,19,6,822.23,0
346,12779.0,2023-11-02 11:43:00,37,8,3981.36,0
347,12781.0,2023-10-07 10:37:00,63,2,826.74,0
348,12782.0,2023-12-05 09:16:00,4,5,2330.92,0
349,12783.0,2023-12-07 15:56:00,1,6,2225.91,0
350,12784.0,2023-11-30 15:38:00,8,2,532.8199999999999,0
351,12785.0,2022-12-10 13:48:00,363,1,311.95,1
352,12787.0,2023-11-30 08:44:00,9,3,463.66,0
353,12789.0,2023-10-05 13:34:00,64,1,91.85,0
354,12790.0,2023-05-31 14:14:00,191,1,324.92,1
355,12791.0,2022-12-01 11:27:00,373,1,192.60000000000002,1
356,12792.0,2023-03-28 11:36:00,256,1,400.53999999999996,1
357,12793.0,2023-01-09 12:12:00,334,2,545.48,1
358,12794.0,2023-10-17 14:54:00,52,2,860.41,0
359,12795.0,2023-11-21 10:27:00,18,1,430.48,0
360,12797.0,2022-12-09 10:55:00,365,1,254.03,1
361,12798.0,2023-11-29 15:52:00,9,3,6977.04,0
362,12802.0,2023-06-06 09:36:00,186,1,427.58,1
363,12808.0,2023-11-03 10:05:00,36,3,483.65000000000003,0
364,12809.0,2023-06-15 10:51:00,177,1,489.31,1
365,12811.0,2023-03-24 09:42:00,260,3,514.85,1
366,12812.0,2023-10-26 09:54:00,44,1,229.64000000000001,0
367,12814.0,2023-08-30 12:11:00,101,1,125.92,0
368,12815.0,2023-07-15 10:21:00,147,2,1063.46,1
369,12816.0,2023-09-05 12:41:00,95,2,572.2,0
370,12817.0,2023-03-03 16:28:00,280,1,166.04,1
371,12818.0,2023-03-23 12:06:00,261,1,1542.08,1
372,12820.0,2023-12-06 15:12:00,2,4,942.34,0
373,12821.0,2023-05-09 15:51:00,213,1,92.72,1
374,12822.0,2023-09-30 10:04:00,70,2,948.88,0
375,12823.0,2023-09-26 07:35:00,74,5,1759.5,0
376,12824.0,2023-10-11 12:49:00,59,1,397.12,0
377,12826.0,2023-12-07 10:25:00,2,7,1474.72,0
378,12827.0,2023-12-04 12:17:00,5,3,430.15000000000003,0
379,12828.0,2023-12-07 08:45:00,2,6,1018.71,0
380,12829.0,2023-01-07 11:13:00,336,2,293.0,1
381,12830.0,2023-11-02 11:54:00,37,6,6814.64,0
382,12831.0,2023-03-22 13:02:00,261,1,215.05,1
383,12832.0,2023-11-07 13:30:00,31,2,383.03,0
384,12833.0,2023-07-17 13:46:00,144,1,417.38,1
385,12834.0,2023-03-02 09:49:00,282,1,312.38,1
386,12836.0,2023-10-11 15:10:00,58,4,2610.36,0
387,12837.0,2023-06-19 16:07:00,172,1,134.1,1
388,12838.0,2023-11-06 12:20:00,33,2,671.95,0
389,12839.0,2023-12-07 12:33:00,2,14,5591.42,3
390,12840.0,2023-07-19 09:29:00,143,4,2726.77,0
391,12841.0,2023-12-05 11:13:00,4,25,3991.58,3
392,12842.0,2023-09-30 15:33:00,69,2,1118.99,0
393,12843.0,2023-10-05 12:09:00,65,8,1702.26,0
394,12844.0,2023-11-10 13:31:00,28,2,325.96000000000004,0
395,12845.0,2023-03-17 13:34:00,266,4,354.09,1
396,12847.0,2023-11-17 13:16:00,21,1,843.64,0
397,12849.0,2023-11-08 13:41:00,30,2,1010.29,0
398,12851.0,2023-09-04 12:41:00,96,1,131.81,0
399,12852.0,2023-02-18 08:47:00,294,1,311.55,1
400,12853.0,2023-07-28 11:29:00,134,6,1957.1000000000001,0
401,12854.0,2023-09-22 12:15:00,78,3,1316.25,0
402,12855.0,2022-12-02 09:37:00,372,1,38.1,1
403,12856.0,2023-12-02 10:52:00,7,6,2170.78,0
404,12857.0,2023-05-13 10:20:00,210,2,1106.4,1
405,12863.0,2023-10-18 14:15:00,51,1,521.2,0
406,12864.0,2023-07-24 13:03:00,137,1,147.12,0
407,12865.0,2023-11-13 14:31:00,25,2,1568.23,0
408,12866.0,2023-03-01 14:11:00,282,1,559.12,1
409,12867.0,2023-11-13 15:30:00,25,7,4009.34,0
410,12868.0,2023-06-07 10:42:00,185,6,1607.0600000000002,1
411,12871.0,2023-09-16 15:07:00,83,2,380.64,0
412,12872.0,2023-01-17 10:52:00,326,2,599.97,1
413,12873.0,2023-03-02 14:58:00,281,1,374.0,1
414,12875.0,2023-07-19 15:30:00,142,2,343.2300000000001,0
415,12876.0,2023-10-13 12:26:00,57,2,2218.02,0
416,12877.0,2023-12-06 10:30:00,3,12,1535.77,0
417,12878.0,2023-04-17 13:07:00,235,2,854.99,1
418,12879.0,2023-10-26 12:24:00,44,3,573.22,0
419,12881.0,2023-03-09 11:44:00,275,1,298.0,1
420,12882.0,2023-11-30 16:18:00,8,2,1463.04,0
421,12883.0,2023-11-15 09:32:00,24,4,703.47,0
422,12884.0,2023-09-12 13:10:00,87,1,309.05,0
423,12885.0,2023-10-07 13:40:00,62,3,1175.22,0
424,12886.0,2023-10-03 10:09:00,67,2,1378.4,0
425,12888.0,2023-05-09 16:02:00,213,2,354.12,1
426,12890.0,2023-11-15 17:26:00,23,1,376.71999999999997,0
427,12891.0,2023-06-07 12:31:00,185,3,331.0,1
428,12893.0,2023-11-09 12:34:00,30,1,176.55,0
429,12895.0,2023-10-28 13:51:00,41,2,372.8,0
430,12897.0,2023-05-19 12:13:00,204,2,216.5,1
431,12901.0,2023-12-01 10:07:00,8,28,17654.54,3
432,12902.0,2023-03-20 12:06:00,264,1,138.68,1
433,12904.0,2023-11-21 14:34:00,17,2,496.06,0
434,12906.0,2023-11-28 09:55:00,11,5,2919.81,0
435,12908.0,2023-06-16 15:39:00,175,2,750.0,1
436,12909.0,2023-10-31 12:43:00,39,5,2178.67,0
437,12910.0,2023-11-16 14:28:00,22,8,3075.04,0
438,12912.0,2023-12-07 08:55:00,2,5,1662.3,0
439,12913.0,2023-12-05 12:11:00,4,5,2483.63,0
440,12915.0,2023-07-14 11:34:00,148,2,363.65,1
441,12916.0,2023-07-24 10:35:00,138,4,2944.95,0
442,12917.0,2023-08-03 16:42:00,127,1,594.0,0
443,12919.0,2023-12-01 13:47:00,7,6,1335.19,0
444,12920.0,2023-11-22 15:05:00,16,1,162.78,0
445,12921.0,2023-11-30 16:22:00,8,37,16587.09,3
446,12922.0,2023-07-01 15:35:00,160,1,405.38,1
447,12923.0,2023-10-06 16:20:00,63,1,172.82,0
448,12924.0,2023-09-12 13:55:00,87,4,933.7,0
449,12925.0,2023-12-05 11:11:00,4,2,694.05,0
